Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q2,0.0479577,2656.03
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q2,0.1325312,6205.483
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q2,0.0981079,4811.007
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q2,0.0444993,2180.076
High level industry groups,Education and training,SG01RSC02B01C09,2008Q2,0.045922,2256.027
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q2,0.0594444,2862.835
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q2,0.0338874,1694.369
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q2,0.0741429,3595.646
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q3,0.0501259,2707.431
High level industry groups,Mining,SG01RSC02B01A02,2008Q3,0.0223728,974.464
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q3,0.1241129,5669.636
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q3,0.031001,1462.02
High level industry groups,Construction,SG01RSC02B01B03,2008Q3,0.0549396,2671.868
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q3,0.0499107,2677.791
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q3,0.0617554,3049.358
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q3,0.0391722,2075.486
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q3,0.0301169,1457.748
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q3,0.0479577,2663.502
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q3,0.1325312,6225.011
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q3,0.0981079,4742.431
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q3,0.0444993,2142.613
High level industry groups,Education and training,SG01RSC02B01C09,2008Q3,0.045922,2273.966
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q3,0.0594444,2866.95
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q3,0.0338874,1664.47
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q3,0.0741429,3576.589
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q4,0.0501259,2868.501
High level industry groups,Mining,SG01RSC02B01A02,2008Q4,0.0223728,904.837
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q4,0.1241129,5233.123
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q4,0.031001,1448.779
High level industry groups,Construction,SG01RSC02B01B03,2008Q4,0.0549396,2550.209
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q4,0.0499107,2617.25
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q4,0.0617554,3015.981
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q4,0.0391722,2041.963
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q4,0.0301169,1453.629
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q4,0.0479577,2698.543
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q4,0.1325312,6273.48
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q4,0.0981079,4749.8
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q4,0.0444993,2191.735
High level industry groups,Education and training,SG01RSC02B01C09,2008Q4,0.045922,2286.301
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q4,0.0594444,2903.1
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q4,0.0338874,1660.084
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q4,0.0741429,3557.185
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q1,0.0501259,2819.512
High level industry groups,Mining,SG01RSC02B01A02,2009Q1,0.0223728,927.445
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q1,0.1241129,5129.037
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q1,0.031001,1451.87
High level industry groups,Construction,SG01RSC02B01B03,2009Q1,0.0549396,2630.864
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q1,0.0499107,2503.679
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q1,0.0617554,2947.017
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q1,0.0391722,1938.925
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q1,0.0301169,1469.93
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q1,0.0479577,2744.052
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q1,0.1325312,6336.002
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q1,0.0981079,4675.249
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q1,0.0444993,2186.596
High level industry groups,Education and training,SG01RSC02B01C09,2009Q1,0.045922,2293.031
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q1,0.0594444,2907.893
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q1,0.0338874,1592.79
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q1,0.0741429,3471.758
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q2,0.057507,2829.286
High level industry groups,Mining,SG01RSC02B01A02,2009Q2,0.0212652,939.415
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q2,0.1076948,4833.103
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q2,0.031234,1514.09
High level industry groups,Construction,SG01RSC02B01B03,2009Q2,0.0538539,2616.179
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q2,0.0507911,2470.65
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q2,0.0621757,2974.711
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q2,0.0408059,1928.412
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q2,0.0304161,1488.972
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q2,0.0572256,2766.928
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q2,0.1317749,6384.28
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q2,0.0945327,4596.488
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q2,0.0449397,2174.271
High level industry groups,Education and training,SG01RSC02B01C09,2009Q2,0.0473659,2294.726
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q2,0.0615406,2974.325
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q2,0.0338642,1664.118
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q2,0.0730129,3545.277
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q3,0.057507,2806.909
High level industry groups,Mining,SG01RSC02B01A02,2009Q3,0.0212652,1137.67
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q3,0.1076948,5065.12
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q3,0.031234,1483.919
High level industry groups,Construction,SG01RSC02B01B03,2009Q3,0.0538539,2605.108
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q3,0.0507911,2440.742
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q3,0.0621757,2997.757
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q3,0.0408059,1937.708
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q3,0.0304161,1484.168
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q3,0.0572256,2781.801
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q3,0.1317749,6391.282
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q3,0.0945327,4572.058
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q3,0.0449397,2127.01
High level industry groups,Education and training,SG01RSC02B01C09,2009Q3,0.0473659,2297.856
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q3,0.0615406,3009.944
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q3,0.0338642,1612.582
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q3,0.0730129,3568.894
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q4,0.057507,2800.997
High level industry groups,Mining,SG01RSC02B01A02,2009Q4,0.0212652,1013.732
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q4,0.1076948,5554.142
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q4,0.031234,1533.835
High level industry groups,Construction,SG01RSC02B01B03,2009Q4,0.0538539,2635.33
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q4,0.0507911,2460.826
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q4,0.0621757,3041.105
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q4,0.0408059,2000.975
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q4,0.0304161,1458.673
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q4,0.0572256,2789.913
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q4,0.1317749,6401.309
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q4,0.0945327,4550.063
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q4,0.0449397,2242.988
High level industry groups,Education and training,SG01RSC02B01C09,2009Q4,0.0473659,2302.423
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q4,0.0615406,2980.982
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q4,0.0338642,1632.43
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q4,0.0730129,3524.939
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q1,0.057507,2745.233
High level industry groups,Mining,SG01RSC02B01A02,2010Q1,0.0212652,1036.608
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q1,0.1076948,5473.437
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q1,0.031234,1537.124
High level industry groups,Construction,SG01RSC02B01B03,2010Q1,0.0538539,2605.652
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q1,0.0507911,2496.822
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q1,0.0621757,3067.571
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2010Q1,0.0408059,2057.761
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2010Q1,0.0304161,1478.596
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2010Q1,0.0572256,2780.659
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2010Q1,0.1317749,6427.769
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2010Q1,0.0945327,4667.07
High level industry groups,Public administration and safety,SG01RSC02B01C08,2010Q1,0.0449397,2187.812
High level industry groups,Education and training,SG01RSC02B01C09,2010Q1,0.0473659,2308.426
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2010Q1,0.0615406,2992.49
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q1,0.0338642,1671.477
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q1,0.0730129,3547.77
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q2,0.065879,2576.42
High level industry groups,Mining,SG01RSC02B01A02,2010Q2,0.0205811,1049.331
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q2,0.1084432,5445.593
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q2,0.0312432,1564.332
High level industry groups,Construction,SG01RSC02B01B03,2010Q2,0.0514915,2685.689
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q2,0.0495782,2549.241
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q2,0.0606168,3084.163
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2010Q2,0.0430725,2093.214
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2010Q2,0.0287914,1511.295
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2010Q2,0.0490545,2780.992
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2010Q2,0.1334296,6449.616
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2010Q2,0.0958388,4772.464
High level industry groups,Public administration and safety,SG01RSC02B01C08,2010Q2,0.0434491,2205.568
High level industry groups,Education and training,SG01RSC02B01C09,2010Q2,0.0471865,2315.751
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2010Q2,0.0606717,2989.709
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q2,0.0322949,1626.068
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q2,0.078378,3629.76
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q3,0.065879,2548.601
High level industry groups,Mining,SG01RSC02B01A02,2010Q3,0.0205811,965.86
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q3,0.1084432,5258.686
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q3,0.0312432,1555.745
High level industry groups,Construction,SG01RSC02B01B03,2010Q3,0.0514915,2579.809
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q3,0.0495782,2645.394
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q3,0.0606168,3091.415
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2010Q3,0.0430725,2169.074
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2010Q3,0.0287914,1535.816
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2010Q3,0.0490545,2788.435
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2010Q3,0.1334296,6509.272
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2010Q3,0.0958388,4909.36
High level industry groups,Public administration and safety,SG01RSC02B01C08,2010Q3,0.0434491,2233.598
High level industry groups,Education and training,SG01RSC02B01C09,2010Q3,0.0471865,2319.909
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2010Q3,0.0606717,2974.247
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q3,0.0322949,1618.205
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q3,0.078378,3532.807
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q4,0.065879,2525.305
High level industry groups,Mining,SG01RSC02B01A02,2010Q4,0.0205811,925.175
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q4,0.1084432,5345.472
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q4,0.0312432,1550.941
High level industry groups,Construction,SG01RSC02B01B03,2010Q4,0.0514915,2573.585
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q4,0.0495782,2652.083
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q4,0.0606168,3050.884
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2010Q4,0.0430725,2180.991
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2010Q4,0.0287914,1577.298
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2010Q4,0.0490545,2806.624
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2010Q4,0.1334296,6544.095
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2010Q4,0.0958388,4745.063
High level industry groups,Public administration and safety,SG01RSC02B01C08,2010Q4,0.0434491,2209.661
High level industry groups,Education and training,SG01RSC02B01C09,2010Q4,0.0471865,2320.902
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2010Q4,0.0606717,2987.556
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q4,0.0322949,1577.438
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q4,0.078378,3598.163
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q1,0.065879,2636.425
High level industry groups,Mining,SG01RSC02B01A02,2011Q1,0.0205811,894.38
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q1,0.1084432,5354.237
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q1,0.0312432,1566.546
High level industry groups,Construction,SG01RSC02B01B03,2011Q1,0.0514915,2530.875
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q1,0.0495782,2657.933
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q1,0.0606168,3099.882
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q1,0.0430725,2194.415
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q1,0.0287914,1598.896
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q1,0.0490545,2826.413
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q1,0.1334296,6630.485
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q1,0.0958388,4889.896
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q1,0.0434491,2239.403
High level industry groups,Education and training,SG01RSC02B01C09,2011Q1,0.0471865,2318.729
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q1,0.0606717,2941.256
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q1,0.0322949,1598.622
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q1,0.078378,3645.427
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q2,0.0628429,2798.156
High level industry groups,Mining,SG01RSC02B01A02,2011Q2,0.0188058,826.446
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q2,0.1094456,5398.874
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q2,0.0309785,1558.691
High level industry groups,Construction,SG01RSC02B01B03,2011Q2,0.0507164,2538.374
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q2,0.0494102,2741.861
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q2,0.0601764,3115.679
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q2,0.0437818,2177.963
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q2,0.0287739,1613.778
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q2,0.0498748,2858.45
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q2,0.1366059,6727.728
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q2,0.0940788,4906.909
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q2,0.0424432,2222.076
High level industry groups,Education and training,SG01RSC02B01C09,2011Q2,0.0468721,2314.32
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q2,0.0594532,2955.852
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q2,0.0320661,1628.788
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q2,0.0836745,3571.093
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q3,0.0628429,2813.31
High level industry groups,Mining,SG01RSC02B01A02,2011Q3,0.0188058,868.507
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q3,0.1094456,5419.504
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q3,0.0309785,1532.206
High level industry groups,Construction,SG01RSC02B01B03,2011Q3,0.0507164,2577.869
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q3,0.0494102,2660.374
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q3,0.0601764,3195.212
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q3,0.0437818,2206.233
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q3,0.0287739,1612.072
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q3,0.0498748,2867.725
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q3,0.1366059,6804.513
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q3,0.0940788,4922.281
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q3,0.0424432,2238.855
High level industry groups,Education and training,SG01RSC02B01C09,2011Q3,0.0468721,2312.176
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q3,0.0594532,3016.47
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q3,0.0320661,1647.207
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q3,0.0836745,3687.264
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q4,0.0628429,2905.05
High level industry groups,Mining,SG01RSC02B01A02,2011Q4,0.0188058,839.336
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q4,0.1094456,5169.114
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q4,0.0309785,1507.808
High level industry groups,Construction,SG01RSC02B01B03,2011Q4,0.0507164,2644.591
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q4,0.0494102,2692.825
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q4,0.0601764,3240.937
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q4,0.0437818,2196.632
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q4,0.0287739,1623.744
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q4,0.0498748,2889.117
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q4,0.1366059,6929.467
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q4,0.0940788,4879.684
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q4,0.0424432,2204.262
High level industry groups,Education and training,SG01RSC02B01C09,2011Q4,0.0468721,2312.298
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q4,0.0594532,3035.372
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q4,0.0320661,1653.918
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q4,0.0836745,3700.246
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q1,0.0628429,3004.232
High level industry groups,Mining,SG01RSC02B01A02,2012Q1,0.0188058,822.177
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q1,0.1094456,5353.817
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q1,0.0309785,1538.488
High level industry groups,Construction,SG01RSC02B01B03,2012Q1,0.0507164,2602.468
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q1,0.0494102,2738.395
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q1,0.0601764,3241.764
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q1,0.0437818,2204.844
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q1,0.0287739,1616.454
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q1,0.0498748,2899.035
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q1,0.1366059,6921.255
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q1,0.0940788,4882.83
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q1,0.0424432,2250.898
High level industry groups,Education and training,SG01RSC02B01C09,2012Q1,0.0468721,2314.686
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q1,0.0594532,3071.085
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q1,0.0320661,1625.441
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q1,0.0836745,3669.557
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q2,0.0551738,3088.77
High level industry groups,Mining,SG01RSC02B01A02,2012Q2,0.0171999,837.911
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q2,0.1060795,5376.878
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q2,0.0328909,1547.458
High level industry groups,Construction,SG01RSC02B01B03,2012Q2,0.0530636,2589.644
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q2,0.0484146,2755.893
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q2,0.0626015,3255.76
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q2,0.0449942,2229.499
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q2,0.028483,1635.876
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q2,0.0502154,2909.845
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q2,0.1397493,6957.267
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q2,0.0952721,4907.072
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q2,0.0420576,2203.374
High level industry groups,Education and training,SG01RSC02B01C09,2012Q2,0.0466897,2318.971
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q2,0.0603848,3118.215
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q2,0.0321574,1623.515
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q2,0.0845728,3737.047
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q3,0.0551738,3044.563
High level industry groups,Mining,SG01RSC02B01A02,2012Q3,0.0171999,802.811
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q3,0.1060795,5343.311
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q3,0.0328909,1588.6
High level industry groups,Construction,SG01RSC02B01B03,2012Q3,0.0530636,2698.15
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q3,0.0484146,2742.599
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q3,0.0626015,3260.272
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q3,0.0449942,2203.202
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q3,0.028483,1689.414
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q3,0.0502154,2931.964
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q3,0.1397493,7015.612
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q3,0.0952721,4935.202
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q3,0.0420576,2218.509
High level industry groups,Education and training,SG01RSC02B01C09,2012Q3,0.0466897,2320.114
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q3,0.0603848,3103.459
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q3,0.0321574,1621.67
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q3,0.0845728,3720.162
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q4,0.0551738,3077.179
High level industry groups,Mining,SG01RSC02B01A02,2012Q4,0.0171999,781.555
